,State_Raw,Country,Lat,Long,Date,Confirmed,Death,Recovered,State
14157,Heilongjiang,China,47.862,127.7615,3/15/2020,482,13,,Heilongjiang
14158,Henan,China,33.882,113.614,3/15/2020,1273,22,,Henan
14159,Hong Kong,China,22.3,114.2,3/15/2020,145,4,81,Hong Kong
14160,Hubei,China,30.9756,112.2707,3/15/2020,67794,3085,54288,Hubei
14161,Hunan,China,27.6104,111.7088,3/15/2020,1018,4,1014,Hunan
14162,Inner Mongolia,China,44.0935,113.9448,3/15/2020,75,1,71,Inner Mongolia
14163,Jiangsu,China,32.9711,119.455,3/15/2020,631,0,631,Jiangsu
14164,Jiangxi,China,27.614,115.7221,3/15/2020,935,1,934,Jiangxi
14165,Jilin,China,43.6661,126.1923,3/15/2020,93,1,91,Jilin
14166,Liaoning,China,41.2956,122.6085,3/15/2020,125,1,114,Liaoning
14167,Macau,China,22.1667,113.55,3/15/2020,10,0,10,Macau
14168,Ningxia,China,37.2692,106.1655,3/15/2020,75,0,73,Ningxia
14169,Qinghai,China,35.7452,95.9956,3/15/2020,18,0,18,Qinghai
14170,Shaanxi,China,35.1917,108.8701,3/15/2020,245,2,232,Shaanxi
14171,Shandong,China,36.3427,118.1498,3/15/2020,760,7,741,Shandong
14172,Shanghai,China,31.202,121.4491,3/15/2020,353,3,,Shanghai
14173,Shanxi,China,37.5777,112.2922,3/15/2020,133,0,133,Shanxi
14174,Sichuan,China,30.6171,102.7103,3/15/2020,539,3,516,Sichuan
14175,Tianjin,China,39.3054,117.323,3/15/2020,136,3,133,Tianjin
14176,Tibet,China,31.6927,88.0924,3/15/2020,1,0,1,Tibet
14177,Xinjiang,China,41.1129,85.2401,3/15/2020,76,3,73,Xinjiang
14178,Yunnan,China,24.974,101.487,3/15/2020,174,2,,Yunnan
14179,Zhejiang,China,29.1832,120.0934,3/15/2020,1231,1,1211,Zhejiang
14180,,Colombia,4.5709,-74.2973,3/15/2020,34,0,0,Cundinamarca
14181,,Congo (Brazzaville),-4.0383,21.7587,3/15/2020,1,0,0,Kasai
14182,,Congo (Kinshasa),-4.0383,21.7587,3/15/2020,2,0,0,Kasai
14183,,Costa Rica,9.7489,-83.7534,3/15/2020,27,0,0,San José
14184,,Cote d'Ivoire,7.54,-5.5471,3/15/2020,1,0,0,Cote d'Ivoire
14185,,Croatia,45.1,15.2,3/15/2020,49,0,1,Jezerane
14186,,Diamond Princess,35.4437,139.638,3/15/2020,706,7,325,Diamond Princess
14187,,Cuba,22,-80,3/15/2020,4,0,0,Havana
14188,,Cyprus,35.1264,33.4299,3/15/2020,26,0,0,Nicosia
14189,,Czech Republic,49.8175,15.473,3/15/2020,253,0,,Prague
14190,Faroe Islands,Denmark,61.8926,-6.9118,3/15/2020,11,0,0,Faroe Islands
14191,Greenland,Denmark,71.7069,-42.6043,3/15/2020,0,0,0,Greenland
14192,,Denmark,56.2639,9.5018,3/15/2020,864,2,1,Copenhagen
14193,,Djibouti,11.8251,42.5903,3/15/2020,0,0,0,Djibouti
14194,,Dominican Republic,18.7357,-70.1627,3/15/2020,11,0,0,Yamasá
14195,,Ecuador,-1.8312,-78.1834,3/15/2020,28,2,0,Quito
14196,,Egypt,26,30,3/15/2020,110,2,21,Cairo
14197,,El Salvador,13.7942,-88.8965,3/15/2020,0,0,0,San Salvador
14198,,Equatorial Guinea,1.5,10,3/15/2020,1,0,0,Mbini
14199,,Eritrea,15.1794,39.7823,3/15/2020,0,0,0,Asmara
14200,,Estonia,58.5953,25.0136,3/15/2020,171,0,1,Tallinn
14201,,Eswatini,-26.5225,31.4659,3/15/2020,1,0,0,Eswatini
14202,,Ethiopia,9.145,40.4897,3/15/2020,1,0,0,Aneno
14203,,Fiji,-17.7134,178.065,3/15/2020,0,0,0,Navosa
14204,,Finland,64,26,3/15/2020,244,0,10,Helsinki
14205,French Guiana,France,3.9339,-53.1258,3/15/2020,7,0,0,French Guiana
14206,French Polynesia,France,-17.6797,149.4068,3/15/2020,3,0,0,French Polynesia
14207,Guadeloupe,France,16.25,-61.5833,3/15/2020,3,0,0,Guadeloupe
14208,Mayotte,France,-12.8275,45.1662,3/15/2020,1,0,0,Mayotte
14209,New Caledonia,France,-20.9043,165.618,3/15/2020,0,0,0,New Caledonia
14210,Reunion,France,-21.1351,55.2471,3/15/2020,7,0,0,Reunion
14211,Saint Barthelemy,France,17.9,-62.8333,3/15/2020,1,0,0,Saint Barthelemy
14212,St Martin,France,18.0708,-63.0501,3/15/2020,2,0,0,St Martin
14213,Martinique,France,14.6415,-61.0242,3/15/2020,9,0,0,Martinique
14214,,France,46.2276,2.2137,3/15/2020,4499,91,12,Paris
14215,,Gabon,-0.8037,11.6094,3/15/2020,1,0,0,Lolo-Bouenguidi
14216,,Gambia,13.4432,-15.3101,3/15/2020,0,0,0,Banjul
14217,,Georgia,42.3154,43.3569,3/15/2020,33,0,0,Imereti
14218,,Germany,51,9,3/15/2020,5795,11,46,Berlin
14219,,Ghana,7.9465,-1.0232,3/15/2020,6,0,0,Pru
14220,,Greece,39.0742,21.8243,3/15/2020,331,4,8,Fournas
14221,,Guatemala,15.7835,-90.2308,3/15/2020,1,0,0,Chisec
14222,,Guinea,9.9456,-9.6966,3/15/2020,1,0,0,Conakry
14223,,Guyana,5,-58.75,3/15/2020,4,1,0,Georgetown
14224,,Haiti,18.9712,-72.2852,3/15/2020,0,0,0,Durocher
14225,,Vatican City,41.9029,12.4534,3/15/2020,1,0,0,Vatican City
14226,,Honduras,15.2,-86.2419,3/15/2020,3,0,0,Gualaco
14227,,Hungary,47.1625,19.5033,3/15/2020,32,1,1,erdészet
14228,,Iceland,64.9631,-19.0208,3/15/2020,171,5,8,Skagafjörður
14229,,India,21,78,3/15/2020,113,2,13,New Delhi
14230,,Indonesia,-0.7893,113.9213,3/15/2020,117,5,8,Jakarta
14231,,Iran,32,53,3/15/2020,13938,724,4590,Tehran
14232,,Iraq,33,44,3/15/2020,116,10,26,Fallujah
14233,,Ireland,53.1424,-7.6921,3/15/2020,129,2,0,Dublin
14234,,Israel,31,35,3/15/2020,213,0,4,Jerusalem
14235,,Italy,43,12,3/15/2020,24747,1809,2335,Rome
14236,,Jamaica,18.1096,-77.2975,3/15/2020,10,0,0,Summerfield
14237,,Japan,36,138,3/15/2020,839,22,118,Hiraide
14238,,Jordan,31.24,36.51,3/15/2020,8,0,1,Amman
14239,,Kazakhstan,48.0196,66.9237,3/15/2020,9,0,0,Astana
14240,,Kenya,-0.0236,37.9062,3/15/2020,3,0,0,Tumbura
14241,,"Korea, South",36,128,3/15/2020,8162,75,510,Gyeongsangbuk-do
14242,,Kuwait,29.5,47.75,3/15/2020,112,0,5,Kuwait City
14243,,Kyrgyzstan,41.2044,74.7661,3/15/2020,0,0,0,Bishkek
14244,,Latvia,56.8796,24.6032,3/15/2020,30,0,1,LV-5015
14245,,Lebanon,33.8547,35.8623,3/15/2020,110,3,1,Zahlé
14246,,Liberia,6.4281,-9.4295,3/15/2020,0,0,0,Monrovia
14247,,Liechtenstein,47.14,9.55,3/15/2020,4,0,0,Vaduz
14248,,Lithuania,55.1694,23.8813,3/15/2020,12,0,1,Vilnius
14249,,Luxembourg,49.8153,6.1296,3/15/2020,59,1,0,Luxembourg
14250,,Madagascar,-18.7669,46.8691,3/15/2020,0,0,0,Miarinarivo
14251,,Malaysia,2.5,112.5,3/15/2020,428,0,42,Sarawak
14252,,Maldives,3.2028,73.2207,3/15/2020,13,0,0,Malé
14253,,Malta,35.9375,14.3754,3/15/2020,21,0,1,Mgarr
14254,,Mauritania,21.0079,10.9408,3/15/2020,1,0,0,Arlit
14255,,Mauritius,-20.2,57.5,3/15/2020,0,0,0,Port Louis
14256,,Mexico,23.6345,-102.5528,3/15/2020,53,0,4,Zacatecas
14257,,Moldova,47.4116,28.3699,3/15/2020,23,0,0,Chisinau
14258,,Monaco,43.7333,7.4167,3/15/2020,2,0,0,Monaco
14259,,Mongolia,46.8625,103.8467,3/15/2020,1,0,0,Burd
14260,,Montenegro,42.5,19.3,3/15/2020,0,0,0,E80
14261,,Morocco,31.7917,-7.0926,3/15/2020,28,1,1,Rabat
14262,,Namibia,-22.9576,18.4904,3/15/2020,2,0,0,Windhoek
14263,,Nepal,28.1667,84.25,3/15/2020,1,0,1,Kathmandu
14264,Aruba,Netherlands,12.5186,-70.0358,3/15/2020,2,0,0,Aruba
14265,Curacao,Netherlands,12.1696,-68.99,3/15/2020,1,0,0,Curacao
14266,Sint Maarten,Netherlands,18.0425,-63.0548,3/15/2020,0,0,0,Sint Maarten
14267,,Netherlands,52.1326,5.2913,3/15/2020,1135,20,0,Amsterdam
14268,,New Zealand,-40.9006,174.886,3/15/2020,8,0,0,Wellington
14269,,Nicaragua,12.8654,-85.2072,3/15/2020,0,0,0,Matagalpa
14270,,Niger,17.6078,8.0817,3/15/2020,0,0,0,Tchirozerine
14271,,Nigeria,9.082,8.6753,3/15/2020,2,0,0,Abuja
14272,,North Macedonia,41.6086,21.7453,3/15/2020,14,0,1,Vojnica
14273,,Norway,60.472,8.4689,3/15/2020,1221,3,1,Hol
14274,,Oman,21,57,3/15/2020,22,0,9,Muscat
14275,,Pakistan,30.3753,69.3451,3/15/2020,53,0,2,Balochistan
14276,,Panama,8.538,-80.7821,3/15/2020,43,1,0,Panama City
14277,,Papua New Guinea,-6.315,143.9555,3/15/2020,0,0,0,Port Moresby
14278,,Paraguay,-23.4425,-58.4438,3/15/2020,6,0,0,Asunción
14279,,Peru,-9.19,-75.0152,3/15/2020,43,0,0,Lima
14280,,Philippines,13,122,3/15/2020,140,11,2,Manila
14281,,Poland,51.9194,19.1451,3/15/2020,119,3,0,Warsaw
14282,,Portugal,39.3999,-8.2245,3/15/2020,245,0,2,Lisbon
14283,,Qatar,25.3548,51.1839,3/15/2020,401,0,4,Doha
14284,,Romania,45.9432,24.9668,3/15/2020,131,0,9,Jibert
14285,,Russia,60,90,3/15/2020,63,0,8,Russia
14286,,Rwanda,-1.9403,29.8739,3/15/2020,1,0,0,Kigali
14287,,Saint Lucia,13.9094,-60.9789,3/15/2020,2,0,0,Castries
14288,,Saint Vincent and the Grenadines,12.9843,-61.2872,3/15/2020,1,0,0,Kingstown
14289,,San Marino,43.9424,12.4578,3/15/2020,101,5,4,San Marino
14290,,Saudi Arabia,24,45,3/15/2020,103,0,1,Riyadh
14291,,Senegal,14.4974,-14.4524,3/15/2020,24,0,1,Tambacounda
14292,,Serbia,44.0165,21.0059,3/15/2020,48,0,0,Maršić
14293,,Seychelles,-4.6796,55.492,3/15/2020,2,0,0,Cascade
14294,,Singapore,1.2833,103.8333,3/15/2020,226,0,105,Singapore
14295,,Slovakia,48.669,19.699,3/15/2020,54,0,0,Bratislava
14296,,Slovenia,46.1512,14.9955,3/15/2020,219,1,0,Ljubljana
14297,,Somalia,5.1521,46.1996,3/15/2020,0,0,0,Dhuusamareeb
14298,,South Africa,-30.5595,22.9375,3/15/2020,51,0,0,Pretoria
14299,,Spain,40,-4,3/15/2020,7798,289,517,Toledo
14300,,Sri Lanka,7,81,3/15/2020,18,0,1,Sri Jayawardenapura Kotte
14301,,Sudan,12.8628,30.2176,3/15/2020,1,1,0,Bara
14302,,Suriname,3.9193,-56.0278,3/15/2020,1,0,0,Amatopo
14303,,Sweden,63,16,3/15/2020,1022,3,1,Stockholm
14304,,Switzerland,46.8182,8.2275,3/15/2020,2200,14,4,Bern
14305,,Taiwan*,23.7,121,3/15/2020,59,1,20,Taiwan
14306,,Tanzania,-6.369,34.8888,3/15/2020,0,0,0,Nkonko
14307,,Thailand,15,101,3/15/2020,114,1,35,Bangkok
14308,,Togo,8.6195,0.8248,3/15/2020,1,0,0,Sotouboua
14309,,Trinidad and Tobago,10.6918,-61.2225,3/15/2020,2,0,0,Port of Spain
14310,,Tunisia,34,9,3/15/2020,18,0,0,Tunis
14311,,Turkey,38.9637,35.2433,3/15/2020,6,0,0,Ankara
14312,,Uganda,1,32,3/15/2020,0,0,0,Kiboga
14313,,Ukraine,48.3794,31.1656,3/15/2020,3,1,0,Kiev
14314,,United Arab Emirates,24,54,3/15/2020,98,0,23,Abu Dhabi
14315,Bermuda,United Kingdom,32.3078,-64.7505,3/15/2020,0,0,0,Bermuda
14316,Cayman Islands,United Kingdom,19.3133,-81.2546,3/15/2020,1,0,0,Cayman Islands
14317,Channel Islands,United Kingdom,49.3723,-2.3644,3/15/2020,3,0,0,Channel Islands
14318,Gibraltar,United Kingdom,36.1408,-5.3536,3/15/2020,1,0,1,Gibraltar
14319,Isle of Man,United Kingdom,54.2361,-4.5481,3/15/2020,0,0,0,Isle of Man
14320,Montserrat,United Kingdom,16.7425,-62.1874,3/15/2020,0,0,0,Montserrat
14321,,United Kingdom,55.3781,-3.436,3/15/2020,1140,43,18,United Kingdom
14322,,Uruguay,-32.5228,-55.7658,3/15/2020,8,0,0,Montevideo
14323,,United States,37.0902,-95.7129,3/15/2020,3536,74,12,"Washington, D.C."
14324,,Uzbekistan,41.3775,64.5853,3/15/2020,1,0,0,Tashkent
14325,,Venezuela,6.4238,-66.5897,3/15/2020,10,0,0,Bolívar
14326,,Vietnam,16,108,3/15/2020,56,0,16,Hanoi
14327,,Zambia,-15.4167,28.2833,3/15/2020,0,0,0,Lusaka
14328,,Zimbabwe,-20,30,3/15/2020,0,0,0,Harare
14329,Diamond Princess,Canada,0,0,3/15/2020,0,0,,Diamond Princess
14330,,Dominica,15.415,-61.371,3/15/2020,0,0,0,Roseau
14331,,Grenada,12.1165,-61.679,3/15/2020,0,0,,St. George's
14332,,Mozambique,-18.665695,35.529562,3/15/2020,0,0,,Cheringoma
14333,,Syria,34.802075,38.996815,3/15/2020,0,,,Damascus
14334,,Timor-Leste,-8.874217,125.727539,3/15/2020,0,0,,Manufahi
14335,,Belize,13.1939,-59.5432,3/15/2020,0,0,0,Belmopan
14336,,Laos,19.85627,102.495496,3/15/2020,0,0,,Vientiane
14337,,Libya,26.3351,17.228331,3/15/2020,0,0,0,Tripoli
14338,,Israel,31.9522,35.2332,3/15/2020,38,0,0,Jerusalem
14339,,Guinea-Bissau,11.8037,-15.1804,3/15/2020,0,0,0,Fulacunda
14340,,Mali,17.570692,-3.996166,3/15/2020,0,,0,Goundam
14341,,Saint Kitts and Nevis,17.357822,-62.782998,3/15/2020,0,0,0,Basseterre
14342,Northwest Territories,Canada,64.8255,-124.8457,3/15/2020,0,0,,Northwest Territories
14343,Yukon,Canada,64.2823,-135,3/15/2020,0,0,,Yukon
14344,,Kosovo,42.602636,20.902977,3/15/2020,0,0,0,Pristina
14345,,Burma,21.9162,95.956,3/15/2020,0,0,0,Sagang
14346,Anguilla,United Kingdom,18.2206,-63.0686,3/15/2020,0,0,0,Anguilla
14347,British Virgin Islands,United Kingdom,18.4207,-64.64,3/15/2020,0,0,0,British Virgin Islands
14348,Turks and Caicos Islands,United Kingdom,21.694,-71.7979,3/15/2020,0,,0,Turks and Caicos Islands
14349,,Netherlands,0,0,3/15/2020,0,0,0,Amsterdam
14350,,Botswana,-22.3285,24.6849,3/15/2020,0,0,0,CKGR
14351,,Burundi,-3.3731,29.9189,3/15/2020,0,0,0,R.N.15
14352,,Sierra Leone,8.460555,-11.779889,3/15/2020,0,0,0,Bo
14353,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,3/15/2020,0,0,0,"Bonaire, Sint Eustatius and Saba"
14354,,Malawi,-13.254308,34.301525,3/15/2020,0,0,0,Nkhotakota
14355,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,3/15/2020,0,0,0,Falkland Islands (Malvinas)
14356,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/15/2020,0,0,0,Saint Pierre and Miquelon
14357,,South Sudan,6.877,31.307,3/15/2020,0,,,Akobo
14358,,Western Sahara,24.2155,-12.8858,3/15/2020,0,0,0,El Aaiún
14359,,Sao Tome and Principe,0.18636,6.613081,3/15/2020,0,0,0,st
14360,,Yemen,15.552727,48.516388,3/15/2020,0,0,,Sanaá
14361,,Comoros,-11.6455,43.3333,3/15/2020,0,0,0,Oichili
14362,,Tajikistan,38.861034,71.276093,3/15/2020,0,0,,Tavildara
14363,,Lesotho,-29.609988,28.233608,3/15/2020,0,0,0,Thaba-Tseka
14364,,Afghanistan,33,65,3/16/2020,21,0,1,Baghran
14365,,Albania,41.1533,20.1683,3/16/2020,51,1,0,E852
14366,,Algeria,28.0339,1.6596,3/16/2020,54,4,12,Timokten
14367,,Andorra,42.5063,1.5218,3/16/2020,2,0,1,Andorra la Vella
14368,,Angola,-11.2027,17.8739,3/16/2020,0,0,0,Luanda
14369,,Antigua and Barbuda,17.0608,-61.7964,3/16/2020,1,0,0,St. John's
14370,,Argentina,-38.4161,-63.6167,3/16/2020,56,2,1,Buenos Aires
14371,,Armenia,40.0691,45.0382,3/16/2020,52,0,0,Yerevan
14372,Australian Capital Territory,Australia,-35.4735,149.0124,3/16/2020,2,0,0,Australian Capital Territory
14373,New South Wales,Australia,-33.8688,151.2093,3/16/2020,171,2,4,New South Wales
14374,Northern Territory,Australia,-12.4634,130.8456,3/16/2020,1,0,0,Northern Territory
14375,Queensland,Australia,-28.0167,153.4,3/16/2020,68,0,8,Queensland
14376,South Australia,Australia,-34.9285,138.6007,3/16/2020,29,0,3,South Australia
14377,Tasmania,Australia,-41.4545,145.9707,3/16/2020,7,0,0,Tasmania
14378,Victoria,Australia,-37.8136,144.9631,3/16/2020,71,0,8,Victoria
14379,Western Australia,Australia,-31.9505,115.8605,3/16/2020,28,1,0,Western Australia
14380,,Austria,47.5162,14.5501,3/16/2020,1018,3,6,Vienna
14381,,Azerbaijan,40.1431,47.5769,3/16/2020,28,1,6,Agjabadi
14382,,Bahamas,25.0343,-77.3963,3/16/2020,1,0,0,Nassau
14383,,Bahrain,26.0275,50.55,3/16/2020,214,1,77,Manama
14384,,Bangladesh,23.685,90.3563,3/16/2020,8,0,2,Dhaka
14385,,Barbados,13.1939,-59.5432,3/16/2020,0,0,0,Bridgetown
14386,,Belarus,53.7098,27.9534,3/16/2020,36,0,3,Minsk
14387,,Belgium,50.8333,4,3/16/2020,1058,5,1,Brussels
14388,,Benin,9.3077,2.3158,3/16/2020,1,0,0,Porto-Novo
14389,,Bhutan,27.5142,90.4336,3/16/2020,1,0,0,Trongsa
14390,,Bolivia,-16.2902,-63.5887,3/16/2020,11,0,0,Bolivia
14391,,Bosnia and Herzegovina,43.9159,17.6791,3/16/2020,25,0,0,Sarajevo
14392,,Brazil,-14.235,-51.9253,3/16/2020,200,0,1,Brasília
14393,,Brunei,4.5353,114.7277,3/16/2020,54,0,0,Rambai
14394,,Bulgaria,42.7339,25.4858,3/16/2020,52,2,0,Sofia
14395,,Burkina Faso,12.2383,-1.5616,3/16/2020,15,0,0,Kadiogo
14396,,Cape Verde,16.5388,-23.0418,3/16/2020,0,0,0,Praia
14397,,Cambodia,11.55,104.9167,3/16/2020,7,0,1,Phnom Penh
14398,,Cameroon,3.848,11.5021,3/16/2020,4,0,,Yaounde
14399,Alberta,Canada,53.9333,-116.5765,3/16/2020,56,0,,Alberta
14400,British Columbia,Canada,49.2827,-123.1207,3/16/2020,103,4,,British Columbia
14401,Grand Princess,Canada,37.6489,-122.6655,3/16/2020,2,0,,Grand Princess
14402,Manitoba,Canada,53.7609,-98.8139,3/16/2020,7,0,,Manitoba
14403,New Brunswick,Canada,46.5653,-66.4619,3/16/2020,6,0,,New Brunswick
14404,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/16/2020,1,0,,Newfoundland and Labrador
14405,Nova Scotia,Canada,44.682,-63.7443,3/16/2020,5,0,,Nova Scotia
14406,Ontario,Canada,51.2538,-85.3232,3/16/2020,177,0,,Ontario
14407,Prince Edward Island,Canada,46.5107,-63.4168,3/16/2020,1,0,,Prince Edward Island
14408,Quebec,Canada,52.9399,-73.5491,3/16/2020,50,0,,Quebec
14409,Saskatchewan,Canada,52.9399,-106.4509,3/16/2020,7,0,,Saskatchewan
14410,,Central African Republic,6.6111,20.9394,3/16/2020,1,0,0,Ippy
14411,,Chad,15.4542,18.7322,3/16/2020,0,0,0,Borkou
14412,,Chile,-35.6751,-71.543,3/16/2020,155,0,0,Maule
14413,Anhui,China,31.8257,117.2264,3/16/2020,990,6,984,Anhui
14414,Beijing,China,40.1824,116.4142,3/16/2020,452,8,360,Beijing
14415,Chongqing,China,30.0572,107.874,3/16/2020,576,6,570,Chongqing
14416,Fujian,China,26.0789,117.9874,3/16/2020,296,1,295,Fujian
14417,Gansu,China,37.8099,101.0583,3/16/2020,133,2,91,Gansu
14418,Guangdong,China,23.3417,113.4244,3/16/2020,1361,8,1306,Guangdong
14419,Guangxi,China,23.8298,108.7881,3/16/2020,252,2,248,Guangxi
14420,Guizhou,China,26.8154,106.8748,3/16/2020,146,2,144,Guizhou
14421,Hainan,China,19.1959,109.7453,3/16/2020,168,6,161,Hainan
14422,Hebei,China,39.549,116.1306,3/16/2020,318,6,310,Hebei
14423,Heilongjiang,China,47.862,127.7615,3/16/2020,482,13,,Heilongjiang
14424,Henan,China,33.882,113.614,3/16/2020,1273,22,,Henan
14425,Hong Kong,China,22.3,114.2,3/16/2020,155,4,84,Hong Kong
14426,Hubei,China,30.9756,112.2707,3/16/2020,67798,3099,55142,Hubei
14427,Hunan,China,27.6104,111.7088,3/16/2020,1018,4,1014,Hunan
14428,Inner Mongolia,China,44.0935,113.9448,3/16/2020,75,1,73,Inner Mongolia
14429,Jiangsu,China,32.9711,119.455,3/16/2020,631,0,631,Jiangsu
14430,Jiangxi,China,27.614,115.7221,3/16/2020,935,1,934,Jiangxi
14431,Jilin,China,43.6661,126.1923,3/16/2020,93,1,92,Jilin
14432,Liaoning,China,41.2956,122.6085,3/16/2020,125,1,115,Liaoning
14433,Macau,China,22.1667,113.55,3/16/2020,11,0,10,Macau
14434,Ningxia,China,37.2692,106.1655,3/16/2020,75,0,75,Ningxia
14435,Qinghai,China,35.7452,95.9956,3/16/2020,18,0,18,Qinghai
14436,Shaanxi,China,35.1917,108.8701,3/16/2020,245,2,233,Shaanxi
14437,Shandong,China,36.3427,118.1498,3/16/2020,760,7,746,Shandong
14438,Shanghai,China,31.202,121.4491,3/16/2020,355,3,,Shanghai
14439,Shanxi,China,37.5777,112.2922,3/16/2020,133,0,133,Shanxi
14440,Sichuan,China,30.6171,102.7103,3/16/2020,539,3,516,Sichuan
14441,Tianjin,China,39.3054,117.323,3/16/2020,136,3,133,Tianjin
14442,Tibet,China,31.6927,88.0924,3/16/2020,1,0,1,Tibet
14443,Xinjiang,China,41.1129,85.2401,3/16/2020,76,3,73,Xinjiang
14444,Yunnan,China,24.974,101.487,3/16/2020,176,2,,Yunnan
14445,Zhejiang,China,29.1832,120.0934,3/16/2020,1231,1,1216,Zhejiang
14446,,Colombia,4.5709,-74.2973,3/16/2020,54,0,0,Cundinamarca
14447,,Congo (Brazzaville),-4.0383,21.7587,3/16/2020,1,0,0,Kasai
14448,,Congo (Kinshasa),-4.0383,21.7587,3/16/2020,2,0,0,Kasai
14449,,Costa Rica,9.7489,-83.7534,3/16/2020,35,0,0,San José
14450,,Cote d'Ivoire,7.54,-5.5471,3/16/2020,1,0,0,Cote d'Ivoire
14451,,Croatia,45.1,15.2,3/16/2020,57,0,2,Jezerane
14452,,Diamond Princess,35.4437,139.638,3/16/2020,706,7,325,Diamond Princess
14453,,Cuba,22,-80,3/16/2020,4,0,0,Havana
14454,,Cyprus,35.1264,33.4299,3/16/2020,33,0,0,Nicosia
14455,,Czech Republic,49.8175,15.473,3/16/2020,298,0,,Prague
14456,Faroe Islands,Denmark,61.8926,-6.9118,3/16/2020,18,0,0,Faroe Islands
14457,Greenland,Denmark,71.7069,-42.6043,3/16/2020,1,0,0,Greenland
14458,,Denmark,56.2639,9.5018,3/16/2020,914,3,1,Copenhagen
14459,,Djibouti,11.8251,42.5903,3/16/2020,0,0,0,Djibouti
14460,,Dominican Republic,18.7357,-70.1627,3/16/2020,11,0,0,Yamasá
14461,,Ecuador,-1.8312,-78.1834,3/16/2020,37,2,0,Quito
14462,,Egypt,26,30,3/16/2020,150,2,27,Cairo
14463,,El Salvador,13.7942,-88.8965,3/16/2020,0,0,0,San Salvador
14464,,Equatorial Guinea,1.5,10,3/16/2020,1,0,0,Mbini
14465,,Eritrea,15.1794,39.7823,3/16/2020,0,0,0,Asmara
14466,,Estonia,58.5953,25.0136,3/16/2020,205,0,1,Tallinn
14467,,Eswatini,-26.5225,31.4659,3/16/2020,1,0,0,Eswatini
14468,,Ethiopia,9.145,40.4897,3/16/2020,5,0,0,Aneno
14469,,Fiji,-17.7134,178.065,3/16/2020,0,0,0,Navosa
14470,,Finland,64,26,3/16/2020,277,0,10,Helsinki
14471,French Guiana,France,3.9339,-53.1258,3/16/2020,11,0,0,French Guiana
14472,French Polynesia,France,-17.6797,149.4068,3/16/2020,3,0,0,French Polynesia
14473,Guadeloupe,France,16.25,-61.5833,3/16/2020,6,0,0,Guadeloupe
14474,Mayotte,France,-12.8275,45.1662,3/16/2020,1,0,0,Mayotte
14475,New Caledonia,France,-20.9043,165.618,3/16/2020,0,0,0,New Caledonia
14476,Reunion,France,-21.1351,55.2471,3/16/2020,9,0,0,Reunion
14477,Saint Barthelemy,France,17.9,-62.8333,3/16/2020,3,0,0,Saint Barthelemy
14478,St Martin,France,18.0708,-63.0501,3/16/2020,2,0,0,St Martin
14479,Martinique,France,14.6415,-61.0242,3/16/2020,15,1,0,Martinique
14480,,France,46.2276,2.2137,3/16/2020,6633,148,12,Paris
14481,,Gabon,-0.8037,11.6094,3/16/2020,1,0,0,Lolo-Bouenguidi
14482,,Gambia,13.4432,-15.3101,3/16/2020,0,0,0,Banjul
14483,,Georgia,42.3154,43.3569,3/16/2020,33,0,1,Imereti
14484,,Germany,51,9,3/16/2020,7272,17,67,Berlin
14485,,Ghana,7.9465,-1.0232,3/16/2020,6,0,0,Pru
14486,,Greece,39.0742,21.8243,3/16/2020,331,4,8,Fournas
14487,,Guatemala,15.7835,-90.2308,3/16/2020,2,1,0,Chisec
14488,,Guinea,9.9456,-9.6966,3/16/2020,1,0,0,Conakry
14489,,Guyana,5,-58.75,3/16/2020,4,1,0,Georgetown
14490,,Haiti,18.9712,-72.2852,3/16/2020,0,0,0,Durocher
14491,,Vatican City,41.9029,12.4534,3/16/2020,1,0,0,Vatican City
14492,,Honduras,15.2,-86.2419,3/16/2020,6,0,0,Gualaco
14493,,Hungary,47.1625,19.5033,3/16/2020,39,1,1,erdészet
14494,,Iceland,64.9631,-19.0208,3/16/2020,180,0,0,Skagafjörður
14495,,India,21,78,3/16/2020,119,2,13,New Delhi
14496,,Indonesia,-0.7893,113.9213,3/16/2020,134,5,8,Jakarta
14497,,Iran,32,53,3/16/2020,14991,853,4590,Tehran
14498,,Iraq,33,44,3/16/2020,124,10,26,Fallujah
14499,,Ireland,53.1424,-7.6921,3/16/2020,169,2,0,Dublin
14500,,Israel,31,35,3/16/2020,218,0,4,Jerusalem
14501,,Italy,43,12,3/16/2020,27980,2158,2749,Rome
14502,,Jamaica,18.1096,-77.2975,3/16/2020,10,0,2,Summerfield
14503,,Japan,36,138,3/16/2020,839,27,144,Hiraide
14504,,Jordan,31.24,36.51,3/16/2020,17,0,1,Amman
14505,,Kazakhstan,48.0196,66.9237,3/16/2020,10,0,0,Astana
14506,,Kenya,-0.0236,37.9062,3/16/2020,3,0,0,Tumbura
14507,,"Korea, South",36,128,3/16/2020,8236,75,1137,Gyeongsangbuk-do
14508,,Kuwait,29.5,47.75,3/16/2020,123,0,9,Kuwait City
14509,,Kyrgyzstan,41.2044,74.7661,3/16/2020,0,0,0,Bishkek
14510,,Latvia,56.8796,24.6032,3/16/2020,34,0,1,LV-5015
