,State_Raw,Country,Lat,Long,Date,Confirmed,Death,Recovered,State
361,,Djibouti,11.8251,42.5903,1/23/2020,0,0,0,Djibouti
362,,Dominican Republic,18.7357,-70.1627,1/23/2020,0,0,0,Yamasá
363,,Ecuador,-1.8312,-78.1834,1/23/2020,0,0,0,Quito
364,,Egypt,26,30,1/23/2020,0,0,0,Cairo
365,,El Salvador,13.7942,-88.8965,1/23/2020,0,0,0,San Salvador
366,,Equatorial Guinea,1.5,10,1/23/2020,0,0,0,Mbini
367,,Eritrea,15.1794,39.7823,1/23/2020,0,0,0,Asmara
368,,Estonia,58.5953,25.0136,1/23/2020,0,0,0,Tallinn
369,,Eswatini,-26.5225,31.4659,1/23/2020,0,0,0,Eswatini
370,,Ethiopia,9.145,40.4897,1/23/2020,0,0,0,Aneno
371,,Fiji,-17.7134,178.065,1/23/2020,0,0,0,Navosa
372,,Finland,64,26,1/23/2020,0,0,0,Helsinki
373,French Guiana,France,3.9339,-53.1258,1/23/2020,0,0,0,French Guiana
374,French Polynesia,France,-17.6797,149.4068,1/23/2020,0,0,0,French Polynesia
375,Guadeloupe,France,16.25,-61.5833,1/23/2020,0,0,0,Guadeloupe
376,Mayotte,France,-12.8275,45.1662,1/23/2020,0,0,0,Mayotte
377,New Caledonia,France,-20.9043,165.618,1/23/2020,0,0,0,New Caledonia
378,Reunion,France,-21.1351,55.2471,1/23/2020,0,0,0,Reunion
379,Saint Barthelemy,France,17.9,-62.8333,1/23/2020,0,0,0,Saint Barthelemy
380,St Martin,France,18.0708,-63.0501,1/23/2020,0,0,0,St Martin
381,Martinique,France,14.6415,-61.0242,1/23/2020,0,0,0,Martinique
382,,France,46.2276,2.2137,1/23/2020,0,0,0,Paris
383,,Gabon,-0.8037,11.6094,1/23/2020,0,0,0,Lolo-Bouenguidi
384,,Gambia,13.4432,-15.3101,1/23/2020,0,0,0,Banjul
385,,Georgia,42.3154,43.3569,1/23/2020,0,0,0,Imereti
386,,Germany,51,9,1/23/2020,0,0,0,Berlin
387,,Ghana,7.9465,-1.0232,1/23/2020,0,0,0,Pru
388,,Greece,39.0742,21.8243,1/23/2020,0,0,0,Fournas
389,,Guatemala,15.7835,-90.2308,1/23/2020,0,0,0,Chisec
390,,Guinea,9.9456,-9.6966,1/23/2020,0,0,0,Conakry
391,,Guyana,5,-58.75,1/23/2020,0,0,0,Georgetown
392,,Haiti,18.9712,-72.2852,1/23/2020,0,0,0,Durocher
393,,Vatican City,41.9029,12.4534,1/23/2020,0,0,0,Vatican City
394,,Honduras,15.2,-86.2419,1/23/2020,0,0,0,Gualaco
395,,Hungary,47.1625,19.5033,1/23/2020,0,0,0,erdészet
396,,Iceland,64.9631,-19.0208,1/23/2020,0,0,0,Skagafjörður
397,,India,21,78,1/23/2020,0,0,0,New Delhi
398,,Indonesia,-0.7893,113.9213,1/23/2020,0,0,0,Jakarta
399,,Iran,32,53,1/23/2020,0,0,0,Tehran
400,,Iraq,33,44,1/23/2020,0,0,0,Fallujah
401,,Ireland,53.1424,-7.6921,1/23/2020,0,0,0,Dublin
402,,Israel,31,35,1/23/2020,0,0,0,Jerusalem
403,,Italy,43,12,1/23/2020,0,0,0,Rome
404,,Jamaica,18.1096,-77.2975,1/23/2020,0,0,0,Summerfield
405,,Japan,36,138,1/23/2020,2,0,0,Hiraide
406,,Jordan,31.24,36.51,1/23/2020,0,0,0,Amman
407,,Kazakhstan,48.0196,66.9237,1/23/2020,0,0,0,Astana
408,,Kenya,-0.0236,37.9062,1/23/2020,0,0,0,Tumbura
409,,"Korea, South",36,128,1/23/2020,1,0,0,Gyeongsangbuk-do
410,,Kuwait,29.5,47.75,1/23/2020,0,0,0,Kuwait City
411,,Kyrgyzstan,41.2044,74.7661,1/23/2020,0,0,0,Bishkek
412,,Latvia,56.8796,24.6032,1/23/2020,0,0,0,LV-5015
413,,Lebanon,33.8547,35.8623,1/23/2020,0,0,0,Zahlé
414,,Liberia,6.4281,-9.4295,1/23/2020,0,0,0,Monrovia
415,,Liechtenstein,47.14,9.55,1/23/2020,0,0,0,Vaduz
416,,Lithuania,55.1694,23.8813,1/23/2020,0,0,0,Vilnius
417,,Luxembourg,49.8153,6.1296,1/23/2020,0,0,0,Luxembourg
418,,Madagascar,-18.7669,46.8691,1/23/2020,0,0,0,Miarinarivo
419,,Malaysia,2.5,112.5,1/23/2020,0,0,0,Sarawak
420,,Maldives,3.2028,73.2207,1/23/2020,0,0,0,Malé
421,,Malta,35.9375,14.3754,1/23/2020,0,0,0,Mgarr
422,,Mauritania,21.0079,10.9408,1/23/2020,0,0,0,Arlit
423,,Mauritius,-20.2,57.5,1/23/2020,0,0,0,Port Louis
424,,Mexico,23.6345,-102.5528,1/23/2020,0,0,0,Zacatecas
425,,Moldova,47.4116,28.3699,1/23/2020,0,0,0,Chisinau
426,,Monaco,43.7333,7.4167,1/23/2020,0,0,0,Monaco
427,,Mongolia,46.8625,103.8467,1/23/2020,0,0,0,Burd
428,,Montenegro,42.5,19.3,1/23/2020,0,0,0,E80
429,,Morocco,31.7917,-7.0926,1/23/2020,0,0,0,Rabat
430,,Namibia,-22.9576,18.4904,1/23/2020,0,0,0,Windhoek
431,,Nepal,28.1667,84.25,1/23/2020,0,0,0,Kathmandu
432,Aruba,Netherlands,12.5186,-70.0358,1/23/2020,0,0,0,Aruba
433,Curacao,Netherlands,12.1696,-68.99,1/23/2020,0,0,0,Curacao
434,Sint Maarten,Netherlands,18.0425,-63.0548,1/23/2020,0,0,0,Sint Maarten
435,,Netherlands,52.1326,5.2913,1/23/2020,0,0,0,Amsterdam
436,,New Zealand,-40.9006,174.886,1/23/2020,0,0,0,Wellington
437,,Nicaragua,12.8654,-85.2072,1/23/2020,0,0,0,Matagalpa
438,,Niger,17.6078,8.0817,1/23/2020,0,0,0,Tchirozerine
439,,Nigeria,9.082,8.6753,1/23/2020,0,0,0,Abuja
440,,North Macedonia,41.6086,21.7453,1/23/2020,0,0,0,Vojnica
441,,Norway,60.472,8.4689,1/23/2020,0,0,0,Hol
442,,Oman,21,57,1/23/2020,0,0,0,Muscat
443,,Pakistan,30.3753,69.3451,1/23/2020,0,0,0,Balochistan
444,,Panama,8.538,-80.7821,1/23/2020,0,0,0,Panama City
445,,Papua New Guinea,-6.315,143.9555,1/23/2020,0,0,0,Port Moresby
446,,Paraguay,-23.4425,-58.4438,1/23/2020,0,0,0,Asunción
447,,Peru,-9.19,-75.0152,1/23/2020,0,0,0,Lima
448,,Philippines,13,122,1/23/2020,0,0,0,Manila
449,,Poland,51.9194,19.1451,1/23/2020,0,0,0,Warsaw
450,,Portugal,39.3999,-8.2245,1/23/2020,0,0,0,Lisbon
451,,Qatar,25.3548,51.1839,1/23/2020,0,0,0,Doha
452,,Romania,45.9432,24.9668,1/23/2020,0,0,0,Jibert
453,,Russia,60,90,1/23/2020,0,0,0,Russia
454,,Rwanda,-1.9403,29.8739,1/23/2020,0,0,0,Kigali
455,,Saint Lucia,13.9094,-60.9789,1/23/2020,0,0,0,Castries
456,,Saint Vincent and the Grenadines,12.9843,-61.2872,1/23/2020,0,0,0,Kingstown
457,,San Marino,43.9424,12.4578,1/23/2020,0,0,0,San Marino
458,,Saudi Arabia,24,45,1/23/2020,0,0,0,Riyadh
459,,Senegal,14.4974,-14.4524,1/23/2020,0,0,0,Tambacounda
460,,Serbia,44.0165,21.0059,1/23/2020,0,0,0,Maršić
461,,Seychelles,-4.6796,55.492,1/23/2020,0,0,0,Cascade
462,,Singapore,1.2833,103.8333,1/23/2020,1,0,0,Singapore
463,,Slovakia,48.669,19.699,1/23/2020,0,0,0,Bratislava
464,,Slovenia,46.1512,14.9955,1/23/2020,0,0,0,Ljubljana
465,,Somalia,5.1521,46.1996,1/23/2020,0,0,0,Dhuusamareeb
466,,South Africa,-30.5595,22.9375,1/23/2020,0,0,0,Pretoria
467,,Spain,40,-4,1/23/2020,0,0,0,Toledo
468,,Sri Lanka,7,81,1/23/2020,0,0,0,Sri Jayawardenapura Kotte
469,,Sudan,12.8628,30.2176,1/23/2020,0,0,0,Bara
470,,Suriname,3.9193,-56.0278,1/23/2020,0,0,0,Amatopo
471,,Sweden,63,16,1/23/2020,0,0,0,Stockholm
472,,Switzerland,46.8182,8.2275,1/23/2020,0,0,0,Bern
473,,Taiwan*,23.7,121,1/23/2020,1,0,0,Taiwan
474,,Tanzania,-6.369,34.8888,1/23/2020,0,0,0,Nkonko
475,,Thailand,15,101,1/23/2020,3,0,0,Bangkok
476,,Togo,8.6195,0.8248,1/23/2020,0,0,0,Sotouboua
477,,Trinidad and Tobago,10.6918,-61.2225,1/23/2020,0,0,0,Port of Spain
478,,Tunisia,34,9,1/23/2020,0,0,0,Tunis
479,,Turkey,38.9637,35.2433,1/23/2020,0,0,0,Ankara
480,,Uganda,1,32,1/23/2020,0,0,0,Kiboga
481,,Ukraine,48.3794,31.1656,1/23/2020,0,0,0,Kiev
482,,United Arab Emirates,24,54,1/23/2020,0,0,0,Abu Dhabi
483,Bermuda,United Kingdom,32.3078,-64.7505,1/23/2020,0,0,0,Bermuda
484,Cayman Islands,United Kingdom,19.3133,-81.2546,1/23/2020,0,0,0,Cayman Islands
485,Channel Islands,United Kingdom,49.3723,-2.3644,1/23/2020,0,0,0,Channel Islands
486,Gibraltar,United Kingdom,36.1408,-5.3536,1/23/2020,0,0,0,Gibraltar
487,Isle of Man,United Kingdom,54.2361,-4.5481,1/23/2020,0,0,0,Isle of Man
488,Montserrat,United Kingdom,16.7425,-62.1874,1/23/2020,0,0,0,Montserrat
489,,United Kingdom,55.3781,-3.436,1/23/2020,0,0,0,United Kingdom
490,,Uruguay,-32.5228,-55.7658,1/23/2020,0,0,0,Montevideo
491,,United States,37.0902,-95.7129,1/23/2020,1,0,0,"Washington, D.C."
492,,Uzbekistan,41.3775,64.5853,1/23/2020,0,0,0,Tashkent
493,,Venezuela,6.4238,-66.5897,1/23/2020,0,0,0,Bolívar
494,,Vietnam,16,108,1/23/2020,2,0,0,Hanoi
495,,Zambia,-15.4167,28.2833,1/23/2020,0,0,0,Lusaka
496,,Zimbabwe,-20,30,1/23/2020,0,0,0,Harare
497,Diamond Princess,Canada,0,0,1/23/2020,0,0,,Diamond Princess
498,,Dominica,15.415,-61.371,1/23/2020,0,0,0,Roseau
499,,Grenada,12.1165,-61.679,1/23/2020,0,0,,St. George's
500,,Mozambique,-18.665695,35.529562,1/23/2020,0,0,,Cheringoma
501,,Syria,34.802075,38.996815,1/23/2020,0,,,Damascus
502,,Timor-Leste,-8.874217,125.727539,1/23/2020,0,0,,Manufahi
503,,Belize,13.1939,-59.5432,1/23/2020,0,0,0,Belmopan
504,,Laos,19.85627,102.495496,1/23/2020,0,0,,Vientiane
505,,Libya,26.3351,17.228331,1/23/2020,0,0,0,Tripoli
506,,Israel,31.9522,35.2332,1/23/2020,0,0,0,Jerusalem
507,,Guinea-Bissau,11.8037,-15.1804,1/23/2020,0,0,0,Fulacunda
508,,Mali,17.570692,-3.996166,1/23/2020,0,,0,Goundam
509,,Saint Kitts and Nevis,17.357822,-62.782998,1/23/2020,0,0,0,Basseterre
510,Northwest Territories,Canada,64.8255,-124.8457,1/23/2020,0,0,,Northwest Territories
511,Yukon,Canada,64.2823,-135,1/23/2020,0,0,,Yukon
512,,Kosovo,42.602636,20.902977,1/23/2020,0,0,0,Pristina
513,,Burma,21.9162,95.956,1/23/2020,0,0,0,Sagang
514,Anguilla,United Kingdom,18.2206,-63.0686,1/23/2020,0,0,0,Anguilla
515,British Virgin Islands,United Kingdom,18.4207,-64.64,1/23/2020,0,0,0,British Virgin Islands
516,Turks and Caicos Islands,United Kingdom,21.694,-71.7979,1/23/2020,0,,0,Turks and Caicos Islands
517,,Netherlands,0,0,1/23/2020,0,0,0,Amsterdam
518,,Botswana,-22.3285,24.6849,1/23/2020,0,0,0,CKGR
519,,Burundi,-3.3731,29.9189,1/23/2020,0,0,0,R.N.15
520,,Sierra Leone,8.460555,-11.779889,1/23/2020,0,0,0,Bo
521,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,1/23/2020,0,0,0,"Bonaire, Sint Eustatius and Saba"
522,,Malawi,-13.254308,34.301525,1/23/2020,0,0,0,Nkhotakota
523,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,1/23/2020,0,0,0,Falkland Islands (Malvinas)
524,Saint Pierre and Miquelon,France,46.8852,-56.3159,1/23/2020,0,0,0,Saint Pierre and Miquelon
525,,South Sudan,6.877,31.307,1/23/2020,0,,,Akobo
526,,Western Sahara,24.2155,-12.8858,1/23/2020,0,0,0,El Aaiún
527,,Sao Tome and Principe,0.18636,6.613081,1/23/2020,0,0,0,st
528,,Yemen,15.552727,48.516388,1/23/2020,0,0,,Sanaá
529,,Comoros,-11.6455,43.3333,1/23/2020,0,0,0,Oichili
530,,Tajikistan,38.861034,71.276093,1/23/2020,0,0,,Tavildara
531,,Lesotho,-29.609988,28.233608,1/23/2020,0,0,0,Thaba-Tseka
532,,Afghanistan,33,65,1/24/2020,0,0,0,Baghran
533,,Albania,41.1533,20.1683,1/24/2020,0,0,0,E852
534,,Algeria,28.0339,1.6596,1/24/2020,0,0,0,Timokten
535,,Andorra,42.5063,1.5218,1/24/2020,0,0,0,Andorra la Vella
536,,Angola,-11.2027,17.8739,1/24/2020,0,0,0,Luanda
537,,Antigua and Barbuda,17.0608,-61.7964,1/24/2020,0,0,0,St. John's
538,,Argentina,-38.4161,-63.6167,1/24/2020,0,0,0,Buenos Aires
539,,Armenia,40.0691,45.0382,1/24/2020,0,0,0,Yerevan
540,Australian Capital Territory,Australia,-35.4735,149.0124,1/24/2020,0,0,0,Australian Capital Territory
541,New South Wales,Australia,-33.8688,151.2093,1/24/2020,0,0,0,New South Wales
542,Northern Territory,Australia,-12.4634,130.8456,1/24/2020,0,0,0,Northern Territory
543,Queensland,Australia,-28.0167,153.4,1/24/2020,0,0,0,Queensland
544,South Australia,Australia,-34.9285,138.6007,1/24/2020,0,0,0,South Australia
545,Tasmania,Australia,-41.4545,145.9707,1/24/2020,0,0,0,Tasmania
546,Victoria,Australia,-37.8136,144.9631,1/24/2020,0,0,0,Victoria
547,Western Australia,Australia,-31.9505,115.8605,1/24/2020,0,0,0,Western Australia
548,,Austria,47.5162,14.5501,1/24/2020,0,0,0,Vienna
549,,Azerbaijan,40.1431,47.5769,1/24/2020,0,0,0,Agjabadi
550,,Bahamas,25.0343,-77.3963,1/24/2020,0,0,0,Nassau
551,,Bahrain,26.0275,50.55,1/24/2020,0,0,0,Manama
552,,Bangladesh,23.685,90.3563,1/24/2020,0,0,0,Dhaka
553,,Barbados,13.1939,-59.5432,1/24/2020,0,0,0,Bridgetown
554,,Belarus,53.7098,27.9534,1/24/2020,0,0,0,Minsk
555,,Belgium,50.8333,4,1/24/2020,0,0,0,Brussels
556,,Benin,9.3077,2.3158,1/24/2020,0,0,0,Porto-Novo
557,,Bhutan,27.5142,90.4336,1/24/2020,0,0,0,Trongsa
558,,Bolivia,-16.2902,-63.5887,1/24/2020,0,0,0,Bolivia
559,,Bosnia and Herzegovina,43.9159,17.6791,1/24/2020,0,0,0,Sarajevo
560,,Brazil,-14.235,-51.9253,1/24/2020,0,0,0,Brasília
561,,Brunei,4.5353,114.7277,1/24/2020,0,0,0,Rambai
562,,Bulgaria,42.7339,25.4858,1/24/2020,0,0,0,Sofia
563,,Burkina Faso,12.2383,-1.5616,1/24/2020,0,0,0,Kadiogo
564,,Cape Verde,16.5388,-23.0418,1/24/2020,0,0,0,Praia
565,,Cambodia,11.55,104.9167,1/24/2020,0,0,0,Phnom Penh
566,,Cameroon,3.848,11.5021,1/24/2020,0,0,,Yaounde
567,Alberta,Canada,53.9333,-116.5765,1/24/2020,0,0,,Alberta
568,British Columbia,Canada,49.2827,-123.1207,1/24/2020,0,0,,British Columbia
569,Grand Princess,Canada,37.6489,-122.6655,1/24/2020,0,0,,Grand Princess
570,Manitoba,Canada,53.7609,-98.8139,1/24/2020,0,0,,Manitoba
571,New Brunswick,Canada,46.5653,-66.4619,1/24/2020,0,0,,New Brunswick
572,Newfoundland and Labrador,Canada,53.1355,-57.6604,1/24/2020,0,0,,Newfoundland and Labrador
573,Nova Scotia,Canada,44.682,-63.7443,1/24/2020,0,0,,Nova Scotia
574,Ontario,Canada,51.2538,-85.3232,1/24/2020,0,0,,Ontario
575,Prince Edward Island,Canada,46.5107,-63.4168,1/24/2020,0,0,,Prince Edward Island
576,Quebec,Canada,52.9399,-73.5491,1/24/2020,0,0,,Quebec
577,Saskatchewan,Canada,52.9399,-106.4509,1/24/2020,0,0,,Saskatchewan
578,,Central African Republic,6.6111,20.9394,1/24/2020,0,0,0,Ippy
579,,Chad,15.4542,18.7322,1/24/2020,0,0,0,Borkou
580,,Chile,-35.6751,-71.543,1/24/2020,0,0,0,Maule
581,Anhui,China,31.8257,117.2264,1/24/2020,15,0,0,Anhui
582,Beijing,China,40.1824,116.4142,1/24/2020,36,0,1,Beijing
583,Chongqing,China,30.0572,107.874,1/24/2020,27,0,0,Chongqing
584,Fujian,China,26.0789,117.9874,1/24/2020,10,0,0,Fujian
585,Gansu,China,37.8099,101.0583,1/24/2020,2,0,0,Gansu
586,Guangdong,China,23.3417,113.4244,1/24/2020,53,0,2,Guangdong
587,Guangxi,China,23.8298,108.7881,1/24/2020,23,0,0,Guangxi
588,Guizhou,China,26.8154,106.8748,1/24/2020,3,0,0,Guizhou
589,Hainan,China,19.1959,109.7453,1/24/2020,8,0,0,Hainan
590,Hebei,China,39.549,116.1306,1/24/2020,2,1,0,Hebei
591,Heilongjiang,China,47.862,127.7615,1/24/2020,4,1,,Heilongjiang
592,Henan,China,33.882,113.614,1/24/2020,9,0,,Henan
593,Hong Kong,China,22.3,114.2,1/24/2020,2,0,0,Hong Kong
594,Hubei,China,30.9756,112.2707,1/24/2020,549,24,31,Hubei
595,Hunan,China,27.6104,111.7088,1/24/2020,24,0,0,Hunan
596,Inner Mongolia,China,44.0935,113.9448,1/24/2020,1,0,0,Inner Mongolia
597,Jiangsu,China,32.9711,119.455,1/24/2020,9,0,0,Jiangsu
598,Jiangxi,China,27.614,115.7221,1/24/2020,18,0,0,Jiangxi
599,Jilin,China,43.6661,126.1923,1/24/2020,3,0,0,Jilin
600,Liaoning,China,41.2956,122.6085,1/24/2020,4,0,0,Liaoning
601,Macau,China,22.1667,113.55,1/24/2020,2,0,0,Macau
602,Ningxia,China,37.2692,106.1655,1/24/2020,2,0,0,Ningxia
603,Qinghai,China,35.7452,95.9956,1/24/2020,0,0,0,Qinghai
604,Shaanxi,China,35.1917,108.8701,1/24/2020,5,0,0,Shaanxi
605,Shandong,China,36.3427,118.1498,1/24/2020,15,0,0,Shandong
606,Shanghai,China,31.202,121.4491,1/24/2020,20,0,,Shanghai
607,Shanxi,China,37.5777,112.2922,1/24/2020,1,0,0,Shanxi
608,Sichuan,China,30.6171,102.7103,1/24/2020,15,0,0,Sichuan
609,Tianjin,China,39.3054,117.323,1/24/2020,8,0,0,Tianjin
610,Tibet,China,31.6927,88.0924,1/24/2020,0,0,0,Tibet
611,Xinjiang,China,41.1129,85.2401,1/24/2020,2,0,0,Xinjiang
612,Yunnan,China,24.974,101.487,1/24/2020,5,0,,Yunnan
613,Zhejiang,China,29.1832,120.0934,1/24/2020,43,0,1,Zhejiang
614,,Colombia,4.5709,-74.2973,1/24/2020,0,0,0,Cundinamarca
615,,Congo (Brazzaville),-4.0383,21.7587,1/24/2020,0,0,0,Kasai
616,,Congo (Kinshasa),-4.0383,21.7587,1/24/2020,0,0,0,Kasai
617,,Costa Rica,9.7489,-83.7534,1/24/2020,0,0,0,San José
618,,Cote d'Ivoire,7.54,-5.5471,1/24/2020,0,0,0,Cote d'Ivoire
619,,Croatia,45.1,15.2,1/24/2020,0,0,0,Jezerane
620,,Diamond Princess,35.4437,139.638,1/24/2020,0,0,0,Diamond Princess
621,,Cuba,22,-80,1/24/2020,0,0,0,Havana
622,,Cyprus,35.1264,33.4299,1/24/2020,0,0,0,Nicosia
623,,Czech Republic,49.8175,15.473,1/24/2020,0,0,,Prague
624,Faroe Islands,Denmark,61.8926,-6.9118,1/24/2020,0,0,0,Faroe Islands
625,Greenland,Denmark,71.7069,-42.6043,1/24/2020,0,0,0,Greenland
626,,Denmark,56.2639,9.5018,1/24/2020,0,0,0,Copenhagen
627,,Djibouti,11.8251,42.5903,1/24/2020,0,0,0,Djibouti
628,,Dominican Republic,18.7357,-70.1627,1/24/2020,0,0,0,Yamasá
629,,Ecuador,-1.8312,-78.1834,1/24/2020,0,0,0,Quito
630,,Egypt,26,30,1/24/2020,0,0,0,Cairo
631,,El Salvador,13.7942,-88.8965,1/24/2020,0,0,0,San Salvador
632,,Equatorial Guinea,1.5,10,1/24/2020,0,0,0,Mbini
633,,Eritrea,15.1794,39.7823,1/24/2020,0,0,0,Asmara
634,,Estonia,58.5953,25.0136,1/24/2020,0,0,0,Tallinn
635,,Eswatini,-26.5225,31.4659,1/24/2020,0,0,0,Eswatini
636,,Ethiopia,9.145,40.4897,1/24/2020,0,0,0,Aneno
637,,Fiji,-17.7134,178.065,1/24/2020,0,0,0,Navosa
638,,Finland,64,26,1/24/2020,0,0,0,Helsinki
639,French Guiana,France,3.9339,-53.1258,1/24/2020,0,0,0,French Guiana
640,French Polynesia,France,-17.6797,149.4068,1/24/2020,0,0,0,French Polynesia
641,Guadeloupe,France,16.25,-61.5833,1/24/2020,0,0,0,Guadeloupe
642,Mayotte,France,-12.8275,45.1662,1/24/2020,0,0,0,Mayotte
643,New Caledonia,France,-20.9043,165.618,1/24/2020,0,0,0,New Caledonia
644,Reunion,France,-21.1351,55.2471,1/24/2020,0,0,0,Reunion
645,Saint Barthelemy,France,17.9,-62.8333,1/24/2020,0,0,0,Saint Barthelemy
646,St Martin,France,18.0708,-63.0501,1/24/2020,0,0,0,St Martin
647,Martinique,France,14.6415,-61.0242,1/24/2020,0,0,0,Martinique
648,,France,46.2276,2.2137,1/24/2020,2,0,0,Paris
649,,Gabon,-0.8037,11.6094,1/24/2020,0,0,0,Lolo-Bouenguidi
650,,Gambia,13.4432,-15.3101,1/24/2020,0,0,0,Banjul
651,,Georgia,42.3154,43.3569,1/24/2020,0,0,0,Imereti
652,,Germany,51,9,1/24/2020,0,0,0,Berlin
653,,Ghana,7.9465,-1.0232,1/24/2020,0,0,0,Pru
654,,Greece,39.0742,21.8243,1/24/2020,0,0,0,Fournas
655,,Guatemala,15.7835,-90.2308,1/24/2020,0,0,0,Chisec
656,,Guinea,9.9456,-9.6966,1/24/2020,0,0,0,Conakry
657,,Guyana,5,-58.75,1/24/2020,0,0,0,Georgetown
658,,Haiti,18.9712,-72.2852,1/24/2020,0,0,0,Durocher
659,,Vatican City,41.9029,12.4534,1/24/2020,0,0,0,Vatican City
660,,Honduras,15.2,-86.2419,1/24/2020,0,0,0,Gualaco
661,,Hungary,47.1625,19.5033,1/24/2020,0,0,0,erdészet
662,,Iceland,64.9631,-19.0208,1/24/2020,0,0,0,Skagafjörður
663,,India,21,78,1/24/2020,0,0,0,New Delhi
664,,Indonesia,-0.7893,113.9213,1/24/2020,0,0,0,Jakarta
665,,Iran,32,53,1/24/2020,0,0,0,Tehran
666,,Iraq,33,44,1/24/2020,0,0,0,Fallujah
667,,Ireland,53.1424,-7.6921,1/24/2020,0,0,0,Dublin
668,,Israel,31,35,1/24/2020,0,0,0,Jerusalem
669,,Italy,43,12,1/24/2020,0,0,0,Rome
670,,Jamaica,18.1096,-77.2975,1/24/2020,0,0,0,Summerfield
671,,Japan,36,138,1/24/2020,2,0,0,Hiraide
672,,Jordan,31.24,36.51,1/24/2020,0,0,0,Amman
673,,Kazakhstan,48.0196,66.9237,1/24/2020,0,0,0,Astana
674,,Kenya,-0.0236,37.9062,1/24/2020,0,0,0,Tumbura
675,,"Korea, South",36,128,1/24/2020,2,0,0,Gyeongsangbuk-do
676,,Kuwait,29.5,47.75,1/24/2020,0,0,0,Kuwait City
677,,Kyrgyzstan,41.2044,74.7661,1/24/2020,0,0,0,Bishkek
678,,Latvia,56.8796,24.6032,1/24/2020,0,0,0,LV-5015
679,,Lebanon,33.8547,35.8623,1/24/2020,0,0,0,Zahlé
680,,Liberia,6.4281,-9.4295,1/24/2020,0,0,0,Monrovia
681,,Liechtenstein,47.14,9.55,1/24/2020,0,0,0,Vaduz
682,,Lithuania,55.1694,23.8813,1/24/2020,0,0,0,Vilnius
683,,Luxembourg,49.8153,6.1296,1/24/2020,0,0,0,Luxembourg
684,,Madagascar,-18.7669,46.8691,1/24/2020,0,0,0,Miarinarivo
685,,Malaysia,2.5,112.5,1/24/2020,0,0,0,Sarawak
686,,Maldives,3.2028,73.2207,1/24/2020,0,0,0,Malé
687,,Malta,35.9375,14.3754,1/24/2020,0,0,0,Mgarr
688,,Mauritania,21.0079,10.9408,1/24/2020,0,0,0,Arlit
689,,Mauritius,-20.2,57.5,1/24/2020,0,0,0,Port Louis
690,,Mexico,23.6345,-102.5528,1/24/2020,0,0,0,Zacatecas
691,,Moldova,47.4116,28.3699,1/24/2020,0,0,0,Chisinau
692,,Monaco,43.7333,7.4167,1/24/2020,0,0,0,Monaco
693,,Mongolia,46.8625,103.8467,1/24/2020,0,0,0,Burd
694,,Montenegro,42.5,19.3,1/24/2020,0,0,0,E80
695,,Morocco,31.7917,-7.0926,1/24/2020,0,0,0,Rabat
696,,Namibia,-22.9576,18.4904,1/24/2020,0,0,0,Windhoek
697,,Nepal,28.1667,84.25,1/24/2020,0,0,0,Kathmandu
698,Aruba,Netherlands,12.5186,-70.0358,1/24/2020,0,0,0,Aruba
699,Curacao,Netherlands,12.1696,-68.99,1/24/2020,0,0,0,Curacao
700,Sint Maarten,Netherlands,18.0425,-63.0548,1/24/2020,0,0,0,Sint Maarten
701,,Netherlands,52.1326,5.2913,1/24/2020,0,0,0,Amsterdam
702,,New Zealand,-40.9006,174.886,1/24/2020,0,0,0,Wellington
703,,Nicaragua,12.8654,-85.2072,1/24/2020,0,0,0,Matagalpa
704,,Niger,17.6078,8.0817,1/24/2020,0,0,0,Tchirozerine
705,,Nigeria,9.082,8.6753,1/24/2020,0,0,0,Abuja
706,,North Macedonia,41.6086,21.7453,1/24/2020,0,0,0,Vojnica
707,,Norway,60.472,8.4689,1/24/2020,0,0,0,Hol
708,,Oman,21,57,1/24/2020,0,0,0,Muscat
709,,Pakistan,30.3753,69.3451,1/24/2020,0,0,0,Balochistan
710,,Panama,8.538,-80.7821,1/24/2020,0,0,0,Panama City
711,,Papua New Guinea,-6.315,143.9555,1/24/2020,0,0,0,Port Moresby
712,,Paraguay,-23.4425,-58.4438,1/24/2020,0,0,0,Asunción
713,,Peru,-9.19,-75.0152,1/24/2020,0,0,0,Lima
714,,Philippines,13,122,1/24/2020,0,0,0,Manila
715,,Poland,51.9194,19.1451,1/24/2020,0,0,0,Warsaw
716,,Portugal,39.3999,-8.2245,1/24/2020,0,0,0,Lisbon
717,,Qatar,25.3548,51.1839,1/24/2020,0,0,0,Doha
718,,Romania,45.9432,24.9668,1/24/2020,0,0,0,Jibert
719,,Russia,60,90,1/24/2020,0,0,0,Russia
720,,Rwanda,-1.9403,29.8739,1/24/2020,0,0,0,Kigali
721,,Saint Lucia,13.9094,-60.9789,1/24/2020,0,0,0,Castries
722,,Saint Vincent and the Grenadines,12.9843,-61.2872,1/24/2020,0,0,0,Kingstown
723,,San Marino,43.9424,12.4578,1/24/2020,0,0,0,San Marino
724,,Saudi Arabia,24,45,1/24/2020,0,0,0,Riyadh
725,,Senegal,14.4974,-14.4524,1/24/2020,0,0,0,Tambacounda
726,,Serbia,44.0165,21.0059,1/24/2020,0,0,0,Maršić
